URL;ID;PRICE;OLDPRICE;BRAND;DESC;AVAIL;CAT;NAME;IMAGE;ATTRS COLOR;SIZE
https://guthastore.it/products/nike-react-presto-x-undercover-cu3459nero;4788446822532;;;NIKE;<span>La visione di Jun Takahashi di caos ed equilibrio prosegue con Nike x Undercover React Presto, in cui il look classico di Presto si unisce a dettagli di design che rendono omaggio a React Boot, la precedente collaborazione tra Undercover e Nike.</span>;;Scarpe;NIKE REACT PRESTO X UNDERCOVER CU3459;https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike_react_x_presto-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-react-presto-x-undercover-cu3459nero-818894.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-react-presto-x-undercover-cu3459nero-800583.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-react-presto-x-undercover-cu3459nero-390103.jpg;;Taglia
https://guthastore.it/products/nike-react-presto-x-undercover-cu3459nero?variant=33209914622084;33209914622084;209.25;;;;1;;42½ EU;;;42½ EU
https://guthastore.it/products/nike-waffle-racer-cn8115300;4788447019140;;;NIKE;<p>La Waffle Racer riprende lo stile originale del modello da running introdotto sul mercato alla fine degli anni 70. La tomaia, ispirata ai mocassini, garantisce un sostegno straordinario e una corsa comoda. Ora disponibile in questa nuova versione con tomaia in nylon e pelle scamosciata, swoosh a contrasto, sottopiede in memory foam e suola con struttura waffle per una maggior aderenza.</p>;;Scarpe;Waffle Racer CN8115300;https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike_waffle_racer-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-waffle-racer-cn8115300-767772.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-waffle-racer-cn8115300-493079.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-waffle-racer-cn8115300-718937.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-waffle-racer-cn8115300-200740.jpg;;Taglia
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915080836;33209915080836;71.20;;;;1;;44 EU;;;44 EU
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915113604;33209915113604;71.20;;;;0;;44.5 EU;;;44.5 EU
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915146372;33209915146372;71.20;;;;0;;45 EU;;;45 EU
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915179140;33209915179140;71.20;;;;0;;40.5 EU;;;40.5 EU
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915211908;33209915211908;71.20;;;;0;;41 EU;;;41 EU
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915244676;33209915244676;71.20;;;;1;;42 EU;;;42 EU
https://guthastore.it/products/nike-waffle-racer-cn8115300?variant=33209915277444;33209915277444;71.20;;;;0;;42.5 EU;;;42.5 EU
